,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
972,"Executive Director, Development Informatics & Analytics",$229K-$350K (Glassdoor est.),"Position Description:
Exelixis has newly formed a Development Informatics & Analytics (DevIA) function within the Product Development division to advance Exelixis’ oncology drug development through innovation in clinical trial information technology and business intelligence.

DevIA will strategically develop, implement, and maintain clinical trial information management systems, state-of-the-art clinical trial data analytics capabilities, advanced trial oversight mechanisms, and resource capacity-management tools. These initiatives will support project, resource and portfolio management to make our clinical trials more efficient, promote faster and more informed data-driven business decisions, and optimize human resource levels and allocation.

The Executive Director of DevIA will coordinate with key stakeholders to determine the scope and nature of business requirements and priorities for these initiatives. They will collaborate with functional leaders to establish the vision and define strategies for meeting determined requirements and be accountable for driving the identification, evaluation, selection, implementation and ongoing administration and improvement of systems, platforms, procedures, and culture to execute the defined strategies.

The ideal candidate will be an experienced strategic leader with in-depth understanding of all aspects of clinical trial startup, execution, and data collection and specifically working in or with the departments of Clinical Operations, Clinical Data Management, Clinical Science, and Program/Project Management.

Position Requirements:
ESSENTIAL DUTIES AND RESPONSIBILITIES:
• Build relationships with Clinical Development business leaders and subject-matter experts to identify multifaceted business problems and develop analytical solutions.
• Evaluate, identify and support implementation of core clinical trial technologies (e.g. EDC, IxRS/IRT, CTMS, and eTMF) to support primary data collection, integration, analytics and reporting goals.
• Plan, develop, implement and maintain an internal on-demand clinical data informatics and analytics platform to track status, metrics, KPIs & provide alerts for the full scope of clinical trial management and data domains. Anticipated inputs: IxRS/IRT, EDC, CTMS, core laboratory data sets; may need to interface with CRO data systems.
• Demonstrate strong subject matter knowledge on latest technology innovations in the Clinical Development and Operations; share relevant newer concepts to business partners with a lens of gaining business efficiencies through automation, agility and scale.
• Identify, evaluate, and implement advanced trial oversight mechanisms such as remote monitoring, risk-based monitoring, sophisticated patient profiles, and optimized methods for identifying potential study sites and patient populations.
• Partner with the Program Management department to champion and implement resource and capacity management tools to facilitate improved hiring plans, increase planning flexibility, and optimize resource allocation.
• Formulate a clear vision and provide leadership for clinical trial data informatics and analytics for the clinical Development organization to deliver actionable insights and support scalable growth of R&D programs/projects.
• Build an effective team with dedicated, expert resources and lead team output to deliver data quality surveillance, analytics, prediction capabilities and reporting.
• Coordinate metrics, analytics, and reporting needs across stakeholders in the Clinical Development organization, including Clinical Operations, Biostatistics, Clinical Data Management, Clinical / Statistical Programming, Technical Operations, Clinical Science, Program/Project Management, etc.
• Deliver prioritized reports to support ability to assess trial status, progress towards goals, and make prompt, informed go/no-go decisions by leveraging high-integrity, real-time data integrated from multiple sources. Examples could include: threshold indicators for trial and CRO management, clinical site performance, efficacy patient profile, subject visit dashboard, forecasting and risk management for clinical trials, etc.
• Provide tiered range of access through user-driven and on-demand reporting available as example for executive dashboards, functional reports and end-user data mining consumption.
• Identify risks and drive continuous improvements in clinical trial information systems through technological innovation, operational improvement, and championing adoption.
• Act as strong advocate for the advancement of new informatics, analytics and reporting capabilities; educate internal stakeholders on the impact of applying advanced analytics and predicative modeling including scenario analyses and simulation capabilities.
• Partner across the corporation to drive alignment on single source of truth for shared data sets, such as resource information with Project Management and Finance.
• Maintain in-depth industry knowledge.

SUPERVISORY RESPONSIBILITIES:
• Will lead efforts to build internal expertise and staff DevIA team.

EDUCATION/EXPERIENCE/SKILLS:
Education:
• BS/BA degree in related discipline and 16 years of related experience; or,
• MS/MA degree in related discipline and 14 years of related experience; or,
• PhD in related discipline and 8 years of related experience, or;
• Equivalent combination of education and experience.

Experience:
• Typically requires a minimum of 20 years of related experience or the equivalent combination of experience and education/training.
• Experience is required in the areas of clinical trial data informatics strategies, platforms, data architecture, and analytics.
• 20+ years experience in clinical development with 10+ years of informatics and data analytics experience in the Biotech/Pharmaceutical industry.
• Experience in Biotech/Pharma Research, Clinical, or Manufacturing data analytics

Knowledge/Skills/Abilities:
• Requires deep understanding of drug development and clinical trial business processes and high domain expertise in Clinical Operations and Clinical Data Management.
• Familiarity with a range of clinical trial information and business intelligence platforms such as Medidata RAVE, Oracle Inform, Oracle IRT, Argus, CTMS, Veeva, LiveLink, SharePoint, Tableau and Spotfire
• Hands-on-experience or strong familiarity needed with cloud computing, preferably aws – Lake Formation/Redshift/Sage Maker, etc. Knowledge on other AI tools such as Google’s TensorFlow is desirable
• Strong knowledge on Python, R and visualization tools such as Tableau, SpotFire, PowerBI, QuickSight, SAS is essential
• Demonstrated ability to deliver large, complex, programs involving system and process reengineering and integration.
• Proven ability to collaborate with senior functional leaders to set vision, drive innovation and facilitate transformation to meet evolving business needs and priorities.
• Applies strong analytical and business communication skills.

JOB COMPLEXITY:
• Guides the successful completion of major programs, projects and/or functions.
• Leads or manages the work of others by providing guidance to subordinates or teams based on organizational goals and company policy, with responsibility for results, including costs, methods and staffing.
• Interprets, executes and recommends modifications to companywide policies and/or divisional programs. May establish organizational policies in a major segment of the company.
• Has extensive knowledge of other related disciplines.

DISCLAIMER
The preceding job description has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job.

We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class.",3.1,"Exelixis
3.1","Alameda, CA",501 to 1000 Employees,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
973,Data Scientist,$229K-$350K (Glassdoor est.),"What you’ll be doing...

Be a part of the team that identifies opportunities for using data analysis to enhance the Verizon Internal Audit team’s role. The team is designed to add value and improve operations within Verizon’s Internal Audit department to provide data analytics, data mining, and continuous auditing strategies and tactics. Team members provide both advisory and analytical support by identifying, developing, documenting, or executing analytics during all relevant stages of an audit.
Assists the Audit Committee of the Board of Directors and Verizon management in accomplishing their objectives by bringing a systematic and disciplined approach to evaluate and improve the effectiveness of the overall control environment, risk management, and governance processes.
Gain extensive exposure to diverse aspects of Verizon's business through audit assist and standalone projects, including reporting dashboards, process automations, continuous auditing/ monitoring and risk assessment models.
Audit assignments include increasing levels of responsibilities and presentations to senior management, making the team an excellent place to succeed for high potential employees.
What we’re looking for...

You’ll need to have:
Bachelor’s degree in Management Information Systems, Computer Science, Accounting, Business, Finance, Economics, Statistics or four or more years of work experience.
Four or more years of relevant work experience in analytics, technology, auditing, accounting, finance, or economics.
Willingness to travel.
Even better if you have:
Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Alteryx, Python and R preferred).
Proficient in the use of Teradata SQL, MS SQL server, and Oracle SQL
Experience with Data Visualization, particularly creating dashboards and executive reporting (Tableau or other).
Knowledge of the tools, technologies and practices needed to perform in-depth analysis of both structured transactional data, and semi-structured or unstructured data.
Experience with data warehousing or analytics in a cloud environment such as AWS.
Demonstrated ability to work independently and within a team in a fast changing environment with changing priorities and changing time constraints.
Strong interpersonal skills and ability to multitask.
Ability to interpret business requests and communicate findings in an intelligible manner.
Ability to communicate technical findings to non-technical audiences.
An understanding of risk management methodology and factors.
When you join Verizon...

You’ll have the power to go beyond – doing the work that’s transforming how people, businesses and things connect with each other. Not only do we provide the fastest and most reliable network for our customers, but we were first to 5G - a quantum leap in connectivity. Our connected solutions are making communities stronger and enabling energy efficiency. Here, you’ll have the ability to make an impact and create positive change. Whether you think in code, words, pictures or numbers, join our team of the best and brightest. We offer great pay, amazing benefits and opportunity to learn and grow in every role. Together we’ll go far.

Equal Employment Opportunity

We're proud to be an equal opportunity employer - and celebrate our employees' differences, including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and Veteran status. Different makes us better.

]]>",3.8,"Verizon
3.8","Basking Ridge, NJ",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
974,Machine Learning - Computer Scientist,$229K-$350K (Glassdoor est.),"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The Research & Development centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world.

MITRE is seeking a Senior / Lead Computer Scientist to cultivate and lead highly skilled technical staff to apply machine learning / deep learning, computer vision, cognitive science, mathematics and statistics. As our Computer Scientist you will promote and provide MITRE-unique value across multiple sponsors. Additionally, you will be expected to initiate and contribute to various research projects & efforts across MITRE and in collaboration with academia, industry and sponsors.

Responsibilities include:
Provide thought leadership and collaborate with academia, industry and MITRE Technical Centers, portfolio and program divisions in innovation and research initiatives related to machine learning/deep learning, computer vision, cognitive science, mathematics and statistics in combination with cybersecurity, data engineering and social science
Work with department leadership to develop and evolve an enduring, adaptive and forward-looking strategy and capability advancing the Department domain knowledge and capabilities that align with strategic/significant sponsor needs and challenges including but not limited to: Adversarial information scenarios, Defining, detecting and measuring information trust, bias/fairness in decision, models and algorithms, Biometric authentication, detecting biometric or identity fraud, anti-spoofing, Defining, detecting and measuring bias in datasets and information, Information security and privacy, Data generation, and Data impacting quality of decision
Contribute to the technical work program of one or more projects and provide technical guidance and quality products focused on successful sponsor outcomes, strong leadership and transition of research results to sponsor operations
Provide exemplary leadership, caring mentorship, and collaborative technical advice to staff related to Department domain knowledge or capabilities
Basic Qualifications:
Bachelor's Degree in Electrical Engineering, Computer Engineering, Cybersecurity, Mathematics, Systems Engineering, Software Engineering, Computer Science, Physics, or related field
5 + years applicable experience including machine learning/deep learning, computer vision, cognitive science, mathematics and statistics
Required Qualifications:
Must be a U.S. citizen with ability to possess and maintain a DoD clearance
Proficiency in use of Microsoft Office including Outlook, Excel, and Word
Must have demonstrated proficiency and strength in verbal, written, PC, presentation, and communications skills
Hands on work experience will include tools / packages such as: TensorFlow, Keras, Caffe, Theano, PyTorch, dlib, C/C++, Python, JSON, XML, SQL, NoSQL, DBMS, ETL
Outstanding presentation skills, both development & delivery, are required for both MITRE facing and Sponsor facing communications
Preferred Qualifications:
Advanced degree in related field of study
Candidates that possess a current/active US Government clearance are preferred
Proven experience with cybersecurity, data engineering, social science, mobile computing, computer networking, virtualization, cloud computing, and big data
MITRE’s workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us. For more information please visit https://www.mitre.org/careers/working-at-mitre. U.S Citizenship is required for most positions.

MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.2,"MITRE
3.2","McLean, VA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD)
975,"Platform Engineer (Clojure, AWS, Python)",$229K-$350K (Glassdoor est.),"The Climate Corporation is revolutionizing the agriculture industry with a platform and products that are helping the world’s farmers sustainably increase productivity with digital tools. We are looking for an individual to drive,build and deliver The Agronomic Intelligence Platform which can be leveraged by various data science and engineering organizations through Climate’s Digital Farming Platform (DFP).
You will be responsible for Design and implement highly scalable data-intensive processing systems, highly scalable microservice-based services that can be put to use by various teams within the Climate organization, as well as by partners through Climate’s Digital Farming Platform. . As an Agronomic Intelligence Platform Engineer you will be responsible for designing and implementing APIS, SDKs and services.

What You Will Do
Provides application software development services or technical support typically in a defined project. Develops program logic for new applications or analyzes and modifies logic in existing applications. Codes, tests, debugs, documents, implements and maintains software applications. Analyzes requirements, and maintains, tests and integrates application components. Ensures that system improvements are successfully implemented. Usually requires 5-10 years of previous experience.

Basic Qualifications:
? BS in software related field or equivalent combination of education and experience
? Software engineering work experience using Clojure
? Experience building scalable backend services (REST APIs, microservices, designing and
implementing efficient data processing algorithms, messaging paradigms, middleware, persistent
store)
? Experience working with AWS or other public Cloud platforms
Preferred Qualifications:
? Experience with building real-life data science projects.
? Solid knowledge of building systems using Clojure.
? Excellent written and verbal communication, presentation, engineering diagrams, and listening
skills with the ability to present complex technical information in a clear and concise manner
? Solid knowledge of software development methodologies and best practices
? Experience building robust backend services and REST APIs
? Experience with relational and non-relational databases and persistence store
? Experience with Amazon Web Services (EC2, S3, RDS, SQS, etc.) (Strong Plus)
? Knowledge of functional programming (Strong Plus)
? Experience with compiled JVM language (Java, Scala, Clojure) (Strong Plus)

• Why is this position open? Growth on the team, turn over, skills gap?
Growth on the team
• Location of this role (CC, North Campus, Chesterfield, etc)?
City place , climate office
• What is a day like in this role? What 3-5 responsibilities will occupy their time?
1) Participating in the Design and Architecture discussions
2) Writing code mostly in Python to make the system functional as per the design.
3) Participating Code reviews
• Who will this person work with on a daily basis?
Team: Recommendations
• Tell me about the team dynamic/culture.
At this point the team is composed of 3 Senior Engineers. They are very friendly in nature and collectively work towards collective decisions and take responsibility for the outcomes.
• What are the ‘must haves’ to be successful in this role?
• Solid knowledge of building large scale systems using Python
• Experience with building real-life data science projects.
• Experience working with AWS or other public cloud platforms.
• Excellent written and verbal communication, presentation, engineering diagrams, and listening skills with the ability to present complex technical information in a clear and concise manner.
• What is the long term plan for the role?
• The team where this role is created is working on a system called [Model Platform]. We are predicting this system will cover enumorus usecases and the team will grow and the team members will have several opportunities to grow. There is a high potential that this role get convert into FTE.
• What will make this opportunity stand out for potential candidate
• This is great opportunity for the individuals who wants have any experience work on design/implementing a platform for datascience community addressing verious usecases
• Oprtunity to work on latest technologies including various types of model development and deployment technologies.
• Is this more maintenance or new development work?
• Absolutely New Development work
• What kind of soft skills are you looking for?
• Problem Solving
• Communication
• Adaptability
• Influencing
• Listening
• Are you open to candidates relocating (on their own) or do you prefer local candidates?
• Open for both options
• What is the minimum number of years of experience required for this position?
• 8+ years
• What is the minimum level of education is needed for this position?
• BS in software related field (or equivalent) combination of education and experience
• Any certifications required for this role?
• No
• Is there a possibility for an extension of this assignment?
• yes
• Will this position convert to a FTE Role?
• Provided we find right candidate, Yes.
• What is the interview process, will you schedule a phone screen, video conference or in person interviews?
• First Phone and then Video conference",4.3,"The Syllogisteks Company
4.3","Creve Coeur, MO",Unknown,1992,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
976,Data Scientist,$229K-$350K (Glassdoor est.),"- Analyze and understand how users interact with our platform and features, and improve our platform

- Manage the design and execution of experiments, models, and other analyses to drive strategic decision making

- Communicate your findings directly and via visualizations

- Develop data-driven features that drive new products (e.g. improved search results, stock recommendations)

- Help define and shape a data-driven culture and experimentation mindset

Requirements

- Database querying: Postgres, S3, Redis

- Using relevant tools and services: Redshift, S3, Spark, Hadoop, Hive, Periscope, and third-party analytics services

- Using advanced algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, segmenting, decision trees",-1,Pierce Technology Corp,"New York, NY",-1,-1,-1,-1,-1,-1
977,Enterprise Account Executive,$229K-$350K (Glassdoor est.),"Domino Data Lab is in search of an experienced Enterprise Sales Executive to help evangelize Domino's platform in the NYC market.

The ideal fit is someone who has a history in selling a highly technical product, with a high average sales price (ours is rising each quarter!) to Fortune 500 companies. This role will report to the RVP of Sales.

Domino is helping the world run on models. Data Science teams at model-driven companies use our platform to accelerate breakthrough research, increase collaboration, and rapidly deliver high-impact models. Our customers are sophisticated analytical organizations including Allstate, Dell, and Bristol-Myers Squibb. Backed by Sequoia Capital, Zetta Venture Partners, Bloomberg Beta, and Coatue Management, we are at the epicenter of the data science revolution: helping companies build better cars, develop more effective medicine, or simply recommend the best song to play next.

Responsibilities
First and foremost, we need someone who can come in and sell software!
Lead the Domino relationship with prospects and internal stakeholders within enterprise accounts
Own deal cycles from prospect and demo to close, achieving revenue objectives for new logo acquisition and upsells/expansions
Identify new companies, use cases and prospects through primary and secondary research with help of our BDR team
Collaborate with engineering and marketing to refine product direction based on your findings from your interactions with prospects
Qualifications
5+ years sales experience including selling a complex technology product to enterprise accounts with a track record of success and exceeding sales quotas
Proven hunter who thrives in a collaborative selling model, by partnering with marketing, product and sales development teams to identify and prospect into key target accounts
Familiarity and comfort selling across stakeholders at multiple levels in an organization
Strong analytical skills and the ability to develop and run long-term account plans
Comfortable in a startup environment that moves at a fast pace. Comfortable in a direct, open, and honest culture; you care about getting the best answer, not about being right or wrong. You're motivated by results, not by your ego
What we offer
Competitive compensation, commission, and equity package
Medical/Dental/Vision benefits for both you and your dependents
401k retirement plan
Flexible time off and paid parental leave
Open office with access to company leaders and tools for remote employees to stay connected
Opportunity to work with passionate people in a mission-driven company defining a quickly growing field
Catered lunch 2x a week, snacks, and weekly Happy Hours in our San Francisco office
Pre-tax commuter benefits",4.4,"Domino Data Lab
4.4","New York, NY",51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
978,Sr Business & Data Analyst GDLS,$229K-$350K (Glassdoor est.),"Description

CME Group is the world's leading and most diverse derivatives marketplace. But who we are goes deeper than that. Here, you can impact markets worldwide. Transform industries. And build a career shaping tomorrow. We invest in your success and you own it, all while working alongside a team of leading experts who inspire you in ways big and small. Joining our company gives you the opportunity to make a difference in global financial markets every day, whether you work on our industry-leading technology and risk management services, our benchmark products or in a corporate services area that helps us serve our customers better. We’re small enough for you and your contributions to be known. But big enough for your ideas to make an impact. The pace is dynamic, the work is unlike any other firm in the business, and the possibilities are endless. Problem solvers, difference makers, trailblazers. Those are our people. And we're looking for more.

To learn more about what a career at CME Group can offer you, visit us at www.wherefuturesaremade.com .

The NY based Sr Business and Data Analyst Global Data Licensing Services (GDLS) holds primary responsibility of assisting in the growth of Market Data revenue by taking ownership of ongoing usage analysis, intelligence gathering and creating actionable insight on our data clients and prospects for product and sales teams using advanced analytic tools, as well as other key ad-hoc projects. The role will also be responsible for product creation as directed by leadership including creating data prototypes, researching industry trends, competitive and gap analysis, and customer usage patterns on existing data. This role is expected to become a subject matter expert on the Exchange and Market Data competitive environments to apply advanced modeling and analysis techniques helping shape our decisions towards our objectives. The role will produce analytics and visualizations consumed by a variety of audiences from highly technical teams to senior leadership at the Managing Director level.

Principal Accountabilities:
Ability to learn industry frameworks, trends, competitive offerings, and client profiles.
Apply analytics expertise within GDLS including data cleansing, descriptive analysis, predictive analysis and visualizations.
Execute ad-hoc projects to identify industry trends, customer impact of potential commercial changes and be able to deliver this and similar research in clear and business-focused formats.
Execute and own data strategy outlined by senior leaders
Perform data analysis on market data via a variety of tools including traditional SQL, Tableau, Looker, and Python.
Create and maintain open source projects related to CME Market Data distribution strategy.
Create customer centric deployment templates for GCS and AWS related to CME Market Data strategy.
Work with and develop relationships with other business units globally to effectively analyze key client behaviors.
Substantiate and reconcile reports with clear documentation. Resolve discrepancies independently and demonstrate a keen eye for numerical detail.
Document and address information sourcing inconsistencies and inefficiencies.
Actively work to expand customer view with value-added data.
Skills and Software Requirements:
Proficient in data analytics applications of regression, variable reduction, and machine learning.
Competent in Python and Git.
Competent in Tableau or other data visualization software.
Ability to work with AWS and GCS Data Analysis technology including Athena and BigQuery.
Proficient in presenting complex data in visual and meaningful ways to senior leadership up to Managing Director levels.
Proficient in MS Office Suite.
Working knowledge of Agile, Lean and/or interactive development methodologies.
]]>",3.5,"CME Group
3.5","New York, NY",1001 to 5000 Employees,2007,Company - Public,Brokerage Services,Finance,$2 to $5 billion (USD)
979,Data Scientist,$229K-$350K (Glassdoor est.),"Aireon has deployed the world’s first and global space-based air traffic surveillance system, which is revolutionizing the entire aviation industry. The Aireon system provides real-time aircraft monitoring spanning never before covered areas of the planet, including remote, oceanic and polar regions. Aireon’s receivers are hosted on the Iridium constellation, which consists of 66 operational satellites in low-earth orbit and utilizes a unique cross-linked satellite architecture creating a web of coverage around the world. The Aireon system enables safer, more efficient and more environmentally friendly aviation travel, resulting in significant CO2 emission reductions. Numerous Air Navigation Service Providers have already signed on as customers and are receiving Aireon’s space-based ADS-B data, including NAV CANADA, NATS (UK), Naviair (Denmark), Enav (Italy), the Irish Aviation Authority, Civil Aviation Authority of Singapore, Air Traffic and Navigation Services (South Africa) and more.

SUMMARY:
The Data Scientist will have a significant role supporting the Aireon Commercial Data Services group to bring enhanced insights and new products to the aviation community, building on Aireon’s Space-Based ADS-B data. Reporting to the Data Analytics Manager, the data scientist will be primarily involved with: Developing analytic algorithms, Collecting and cleansing data, Analyzing data, Data Visualization, Rapid Prototyping and Validation of product performance.
DUTIES & RESPONSIBILITIES:
Data Analysis:
Working with large data to discover trends and evaluate performance.
Develop methods to identify key performance indicators.
Integrate and fuse with aviation contextual data.
Determine verification and validation methods for key performance indicators
Algorithm Development:
Create and modify algorithms to implement new features or updates to the Aireon Commercial Data Services system design.
Tool Development:
Developing tools that allow for data transformation, visualization, and investigation which can be used by other engineers to facilitate data analysis.
JOB REQUIREMENTS:
Interest in modeling, analysis, and tool development
Experience in collecting, interpreting and improving aviation related data
Strong initiative with the ability to support multiple projects and activities.
Ability to work collaboratively as part of a team both internally and externally.
Ability to function in a start-up, fast-paced entrepreneurial environment.
Proactive communicator with strong written and verbal skills.
Ability to travel domestically and internationally.
US Citizen or Permanent Resident, capable of receiving a secret clearance or FAA SF85P public trust.

EXPERIENCE/EDUCATION REQUIREMENTS:
Minimum of a Bachelor’s Degree in Engineering or Computer Science, Master’s Degree and Aerospace/ Aviation Experience a plus.
5-7 Years' of experience in a data science role
Experience with analytic techniques and methods as well as software development
Experience in software languages (e.g. Python, R, Scala, Java, Go) and big data technologies and cloud computing.
Experience in formulating problems, prototype solutions, and to analyzing results
Aireon is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, sexual orientation, gender identity or status as a protected veteran. EOE of Minorities/Females/Vets/Disability and other protected categories.",4.7,"Aireon
4.7","McLean, VA",51 to 200 Employees,2011,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
980,Machine Learning Engineer,$229K-$350K (Glassdoor est.),"ABOUT BARK

BARK is a company building products, experiences, and entertainment for dogs and the people who love them. The lasting brand that Disney has built for kids and families, BARK is building for the fast-growing market of dog people.

We launched in 2011 with BarkBox, a monthly themed subscription of all-natural treats and clever toys. Since then, we've become the fastest growing pet company and have shipped more than 70 million toys and treats to the dogs across the world. We have also expanded to new areas including preventative health, and food. Our ambition-level is high, the opportunity is huge, and our love for dogs is through the roof!

WHO WE'RE SNIFFIN' FOR

We are looking for a dog loving Machine Learning Engineer to help BARK drive improvements in performance by effectively applying statistics, math, and machine learning to BARK's unique business, product, and technology challenges.

DOODIES

Here are the main projects we envision you working on:
Leveraging BARK's rich text data to find new insights and train NLP/NLU models
Contribute high quality code to BARK's production machine learning frameworks
Designing experiments and applying appropriate statistical inference methods to interpret historical data and drive decision-making
Simulation and modeling of churn, revenue, and engagement
In addition, you'll work with Data Engineers, Data Analysts, Product Managers, and fellow Data Scientists on a close-knit team. You'll be trusted to provide expertise, organize and summarize insights and results for business partners, and collaborate throughout the organization as needed.

REQUIREMENTS
Advanced degree (Master of Science or Engineering, or Ph.D.) in Machine Learning, Computer Science, Statistics, Math, or Engineering *OR* 6+ years experience as a full-time Data Scientist / ML Engineer
2+ years of experience applying machine learning in a full-time role
4+ years of experience writing code, 2+ years in Python
Experience building NLP/NLU models
Experience with text data analysis
Experience actively contributing to a production codebase
Strong written and verbal communication skills
Passion for learning and proven ability to deliver high-value data science projects
Strong data manipulation skills with multiple data sources and high dimensionality
Comfortable with version control, relational databases, big data tools, AWS, and visualization libraries
BONUS POINTS

These are not prerequisites, but here are some things that would stand out to us:
Strong competency in SQL (we use Redshift and Postgres)
Skilled in presenting and visualizing results for a business audience
Knowledge of computer vision algorithms
Knowledge of recommender systems
Data science experience with consumer goods data and/or subscription services
Experience with Kubernetes
Experience working in a startup environment",2.9,"BARK
2.9","New York, NY",201 to 500 Employees,2011,Company - Private,Pet & Pet Supplies Stores,Retail,Unknown / Non-Applicable
981,Data Scientist - Medicare Advantage Generalist,$229K-$350K (Glassdoor est.),"A bit about us:

We’re on a mission to change healthcare — how it’s paid for, delivered, experienced. We want to put people center stage, not process or profit. We are guided by a deep belief that every person on Medicare should be treated like we would treat a member of our own family: with loving care and a profound commitment to their health and well-being.

That’s why we’re gathering a whole bunch of smart, big-hearted people to create a new kind of healthcare company — one that combines compassion, health insurance, clinical care, and technology seamlessly.

We want to throw the long ball with people we love for a cause we believe in. Life is short. Join us.


A bit about this role:

We are looking for a data scientist who can serve as a liaison to our Operational teams to answer important and timely questions about the health of the business. We are looking for someone who has broad experience in Medicare Advantage analytics functions — e.g. Finance, Risk Adjustment, Stars, Pharmacy — and deep experience in at least one area. This role will report into our Data Science team, and will work alongside Product Managers, Software Engineers, and Business Leads to solve key challenges for the company.
Responsibilities will include:
Working closely with key business stakeholders to understand the analytical needs of the business and providing insight in a rapid, iterative, and collaborative process
Developing thoughtful reports and dashboards that help Operations teams improve their business decision-making
Identifying patterns in the analyses you conduct, and using those patterns to improve our tools and processes so we can deliver results more quickly and accurately
Sharing your domain knowledge with technical team-members who do not have an MA background
Communicating results to an audience of mixed technical backgrounds
Desired skills and experience:
Ability to work in a fast-paced startup environment
2+ years of technical work at a Medicare Advantage plan or service provider
Experience collaborating effectively with stakeholders
Experience with SQL
Experience with dashboarding and creating reports
Bonus: In-depth experience with Risk Adjustment
If you love running towards complex challenges and transforming them into solutions, if you want to make a potentially huge impact on many lives, and if you are looking for a disruptive startup with an inspiring and talented team, Devoted Health may be the place for you!

Devoted is an equal opportunity employer. We are committed to a safe and supportive work environment in which all employees have the opportunity to participate and contribute to the success of the business. We value diversity and collaboration. Individuals are respected for their skills, experience, and unique perspectives. This commitment is embodied in Devoted’s Code of Conduct, our company values and the way we do business.

As an Equal Opportunity Employer, the Company does not discriminate on the basis of race, color, religion, sex, pregnancy status, marital status, national origin, disability, age, sexual orientation, veteran status, genetic information, gender identity, gender expression, or any other factor prohibited by law. Our management team is dedicated to this policy with respect to recruitment, hiring, placement, promotion, transfer, training, compensation, benefits, employee activities and general treatment during employment.",4.3,"Devoted Health
4.3",Remote,201 to 500 Employees,2017,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
